136	NM_000044	chrX	+	66763873	66950461	66764988	66943683	8	66763873,66863097,66905851,66931243,66937319,66941674,66942668,66943527,	66766604,66863249,66905968,66931531,66937464,66941805,66942826,66950461,	0	AR	cmpl	cmpl	0,2,1,1,1,2,1,0,
136	NM_001011645	chrX	+	66788682	66950461	66788844	66943683	8	66788682,66863097,66905851,66931243,66937319,66941674,66942668,66943527,	66788864,66863249,66905968,66931531,66937464,66941805,66942826,66950461,	0	AR	cmpl	cmpl	0,2,1,1,1,2,1,0,
642	NM_001126115	chr17	-	7571719	7578811	7572926	7578533	7	7571719,7573926,7576852,7577018,7577498,7578176,7578370,	7573008,7574033,7576926,7577155,7577608,7578289,7578811,	0	TP53	cmpl	cmpl	2,0,1,2,0,1,0,
642	NM_001126116	chr17	-	7571719	7578811	7576624	7578533	8	7571719,7573926,7576524,7576852,7577018,7577498,7578176,7578370,	7573008,7574033,7576657,7576926,7577155,7577608,7578289,7578811,	0	TP53	cmpl	cmpl	-1,-1,0,1,2,0,1,0,
642	NM_001126117	chr17	-	7571719	7578811	7576536	7578533	8	7571719,7573926,7576524,7576852,7577018,7577498,7578176,7578370,	7573008,7574033,7576584,7576926,7577155,7577608,7578289,7578811,	0	TP53	cmpl	cmpl	-1,-1,0,1,2,0,1,0,
642	NM_001276697	chr17	-	7571719	7578811	7572926	7578452	7	7571719,7573926,7576852,7577018,7577498,7578176,7578370,	7573008,7574033,7576926,7577155,7577608,7578289,7578811,	0	TP53	cmpl	cmpl	2,0,1,2,0,1,0,
642	NM_001276698	chr17	-	7571719	7578811	7576624	7578452	8	7571719,7573926,7576524,7576852,7577018,7577498,7578176,7578370,	7573008,7574033,7576657,7576926,7577155,7577608,7578289,7578811,	0	TP53	cmpl	cmpl	-1,-1,0,1,2,0,1,0,
642	NM_001276699	chr17	-	7571719	7578811	7576536	7578452	8	7571719,7573926,7576524,7576852,7577018,7577498,7578176,7578370,	7573008,7574033,7576584,7576926,7577155,7577608,7578289,7578811,	0	TP53	cmpl	cmpl	-1,-1,0,1,2,0,1,0,
642	NM_000546	chr17	-	7571719	7590868	7572926	7579912	11	7571719,7573926,7576852,7577018,7577498,7578176,7578370,7579311,7579699,7579838,7590694,	7573008,7574033,7576926,7577155,7577608,7578289,7578554,7579590,7579721,7579940,7590868,	0	TP53	cmpl	cmpl	2,0,1,2,0,1,0,0,2,0,-1,
642	NM_001126112	chr17	-	7571719	7590868	7572926	7579912	11	7571719,7573926,7576852,7577018,7577498,7578176,7578370,7579311,7579699,7579838,7590694,	7573008,7574033,7576926,7577155,7577608,7578289,7578554,7579590,7579721,7579937,7590868,	0	TP53	cmpl	cmpl	2,0,1,2,0,1,0,0,2,0,-1,
642	NM_001126113	chr17	-	7571719	7590868	7576536	7579912	12	7571719,7573926,7576524,7576852,7577018,7577498,7578176,7578370,7579311,7579699,7579838,7590694,	7573008,7574033,7576584,7576926,7577155,7577608,7578289,7578554,7579590,7579721,7579940,7590868,	0	TP53	cmpl	cmpl	-1,-1,0,1,2,0,1,0,0,2,0,-1,
642	NM_001126114	chr17	-	7571719	7590868	7576624	7579912	12	7571719,7573926,7576524,7576852,7577018,7577498,7578176,7578370,7579311,7579699,7579838,7590694,	7573008,7574033,7576657,7576926,7577155,7577608,7578289,7578554,7579590,7579721,7579940,7590868,	0	TP53	cmpl	cmpl	-1,-1,0,1,2,0,1,0,0,2,0,-1,
